"is_active","new_spending","Coupon","Male","ActiveDays","Spending"
1,26.42,1,1,2,33.38
1,10.03,1,0,1,15.45
0,0,0,0,1,19.99
0,0,0,1,1,18.76
0,0,0,0,1,34.17
0,0,1,1,1,13.64
0,0,1,0,3,79.32
0,0,1,1,1,15.93
1,18.08,1,0,0,0
0,0,1,1,2,41.18
0,0,0,0,0,0
0,0,0,0,1,22.55
0,0,1,0,2,51.98
0,0,0,1,2,29.2
0,0,1,1,0,0
0,0,0,1,2,21.22
0,0,1,1,0,0
0,0,1,1,2,38.42
1,19.55,1,0,1,22.95
0,0,0,0,1,14.2
1,10.3,0,0,3,54.75
1,39.98,1,0,3,83.28
0,0,0,0,1,18.48
1,10.97,0,1,2,12.3
0,0,1,0,2,20.86
0,0,0,1,1,12.21
0,0,1,0,3,34.65
0,0,1,1,0,0
1,35.33,1,1,2,50.54
1,27.79,1,1,1,22.71
0,0,1,1,4,84.56
0,0,1,1,1,18.27
0,0,0,1,1,19
0,0,0,0,1,21.03
0,0,0,1,3,37.89
1,42.92,1,1,1,34.06
0,0,1,1,1,24.24
1,40.04,1,1,0,0
1,19.35,1,0,3,30.45
0,0,1,1,0,0
0,0,0,0,2,44.56
1,38.31,1,1,2,57.5
0,0,1,0,1,20.91
1,12.74,1,0,3,29.91
0,0,1,1,2,32.16
1,28.98,1,0,1,25.25
1,25.18,1,0,1,20.75
0,0,0,1,2,52.66
0,0,1,1,2,18.14
0,0,0,1,2,45.46
0,0,0,0,0,0
0,0,0,1,0,0
0,0,1,0,2,21.4
0,0,0,0,3,66
0,0,0,1,1,29.91
0,0,1,1,1,23.3
1,22.47,0,0,1,28.97
0,0,1,1,2,37.56
1,45.28,1,1,2,57.7
1,30.45,0,1,2,50.58
0,0,0,1,1,20.05
1,34.31,1,1,2,41.56
0,0,0,0,0,0
0,0,1,0,2,33.9
1,35.08,1,1,2,49.56
0,0,1,0,1,15.75
0,0,1,0,2,39.92
1,17.89,0,0,2,48.58
0,0,1,1,2,42.06
0,0,0,0,1,16.68
0,0,1,0,1,13.58
0,0,1,1,2,34.5
0,0,1,1,0,0
1,32.24,0,0,0,0
1,33.3,0,0,1,21.4
0,0,1,1,3,55.08
0,0,0,0,1,20.6
1,35.88,1,0,3,83.55
0,0,0,1,1,21.57
0,0,0,0,1,28.51
0,0,1,1,2,48.96
0,0,1,1,2,45.34
0,0,1,1,4,71.08
1,25.6,1,0,1,23.71
0,0,0,0,3,52.83
0,0,0,0,0,0
0,0,0,1,0,0
1,21.57,0,0,2,54.82
0,0,0,1,3,58.95
1,23.45,0,0,0,0
1,22.19,0,0,3,44.73
0,0,0,0,1,22.71
0,0,0,1,1,14.92
0,0,1,1,2,37.06
0,0,1,1,0,0
0,0,0,1,0,0
0,0,1,0,4,108.76
0,0,1,0,2,34.26
0,0,0,1,0,0
0,0,1,1,2,27.88
1,25.6,1,0,1,17.85
1,25.09,0,0,0,0
0,0,0,1,4,13.2
0,0,1,0,1,26.88
0,0,1,1,0,0
0,0,0,0,3,99.21
0,0,0,1,2,47.88
0,0,1,0,1,24.43
0,0,1,0,1,10.87
0,0,0,0,2,34.82
0,0,1,1,3,36.96
0,0,1,0,1,10.52
0,0,1,0,0,0
1,22.45,1,1,1,17.05
0,0,0,1,2,34.62
1,17.57,0,0,4,92.68
0,0,0,1,1,20.99
0,0,0,0,1,21.59
0,0,1,0,2,36.48
0,0,1,1,1,28.78
1,16.88,1,0,4,53.96
0,0,1,1,2,35.86
0,0,0,1,0,0
0,0,0,1,1,27.04
0,0,1,0,1,14.11
0,0,1,0,1,11.74
1,19.92,0,0,0,0
0,0,0,1,1,15.33
0,0,1,0,1,16.43
0,0,0,0,1,20.32
0,0,0,1,1,23.75
0,0,1,0,2,28.26
0,0,1,1,1,19.42
0,0,0,0,2,35.56
0,0,0,1,1,31.06
1,38.68,1,0,1,27.14
0,0,0,0,1,17.2
0,0,0,1,0,0
0,0,1,0,0,0
0,0,1,1,1,26.38
0,0,1,1,2,56.4
0,0,0,1,3,97.95
0,0,0,0,0,0
0,0,1,1,1,2.6
1,21.69,1,0,0,0
0,0,1,1,1,17.18
1,37.94,1,1,0,0
0,0,1,0,3,74.25
0,0,0,0,1,18.39
0,0,0,1,1,14.35
0,0,0,1,2,31.6
0,0,1,1,2,45.8
0,0,1,0,0,0
0,0,0,1,0,0
0,0,0,1,1,10.25
0,0,1,0,1,12.37
0,0,0,0,3,32.4
0,0,0,0,2,37.7
0,0,1,1,1,22.4
1,28.94,1,1,3,69.66
0,0,1,0,1,21.1
1,42.24,1,1,3,97.23
0,0,0,0,1,23.16
1,27.94,0,0,1,28.82
0,0,0,0,1,20.45
1,27.06,1,0,2,33.3
1,24.19,1,1,1,22.83
0,0,1,0,1,17.33
0,0,1,1,0,0
0,0,1,1,4,95.72
0,0,0,1,2,37.38
1,22.96,1,0,2,31.08
0,0,0,0,1,24.85
0,0,0,1,2,31.04
0,0,0,1,0,0
0,0,1,0,1,24.97
0,0,1,1,1,13.39
0,0,1,0,1,15.15
0,0,1,1,3,34.26
1,13.68,1,1,0,0
0,0,1,0,3,48.72
1,15.46,1,0,1,10.16
0,0,0,1,1,28.31
0,0,0,1,1,27.63
0,0,1,1,1,25
0,0,1,1,1,21.82
0,0,0,1,1,31.32
0,0,0,0,3,57.6
0,0,1,0,2,26.16
0,0,1,1,4,129.04
0,0,0,1,0,0
0,0,1,0,1,6.73
0,0,0,0,2,45.06
0,0,0,0,2,40.72
0,0,0,1,1,18.68
0,0,1,0,1,19.06
0,0,0,1,1,31.22
0,0,0,1,2,35.14
0,0,0,0,1,12.2
0,0,1,1,1,24.18
0,0,0,1,2,42.2
1,28.38,1,1,1,25.31
0,0,1,0,3,73.08
0,0,1,1,3,69.87
0,0,1,1,0,0
0,0,1,1,1,24.18
0,0,0,0,4,82.12
0,0,0,0,1,29.17
0,0,0,0,0,0
1,25.85,0,0,1,23.26
0,0,0,1,3,28.71
0,0,1,0,2,52.84
1,18.35,0,0,1,18.23
0,0,0,0,1,19.13
0,0,1,1,2,30.9
0,0,1,1,1,21.66
1,19.54,0,0,0,0
0,0,0,1,2,24.3
0,0,1,0,1,20.42
0,0,1,1,1,23.87
0,0,1,0,1,16.46
0,0,0,1,2,59.22
0,0,0,1,0,0
0,0,0,0,1,14.16
0,0,1,0,1,22.98
0,0,0,0,2,48.66
0,0,0,1,1,23.44
0,0,0,1,1,19.94
1,30.16,1,1,1,19.24
1,21.53,0,1,0,0
0,0,1,1,1,18.83
0,0,1,1,3,48.99
0,0,0,0,1,9.47
0,0,1,1,1,13.47
0,0,1,0,1,17.2
0,0,0,1,3,66.27
1,27.09,0,1,0,0
0,0,1,1,1,25.93
1,17.96,1,0,1,16.05
0,0,0,0,3,81.69
0,0,0,1,4,104.24
0,0,0,1,3,66.15
1,5.16,0,0,1,8.34
0,0,1,1,1,36.34
0,0,1,1,0,0
0,0,0,0,0,0
1,25.71,0,1,2,46.88
0,0,1,1,2,50.7
1,24.98,0,0,4,119.68
1,26.56,1,1,1,21.64
0,0,0,1,2,41.26
0,0,1,1,0,0
1,11.08,0,1,3,58.53
1,14.59,0,1,1,21.78
0,0,0,0,2,38.74
0,0,0,0,2,62.46
1,20,0,0,0,0
0,0,0,0,0,0
1,6.88,1,1,1,13.79
0,0,1,1,2,21.74
0,0,1,1,1,21.69
0,0,1,1,1,20.93
0,0,0,0,4,40.44
0,0,1,0,1,22.5
0,0,1,1,0,0
1,29.01,0,1,3,76.2
0,0,0,0,1,15.33
0,0,1,0,1,24.62
0,0,0,1,1,25.94
0,0,0,0,0,0
1,30.33,1,1,0,0
1,20.75,1,1,0,0
0,0,0,0,1,12.9
1,12.42,1,0,2,36.12
0,0,1,0,1,21.97
0,0,1,0,2,57.96
0,0,1,0,0,0
0,0,0,1,1,21.8
0,0,0,0,1,8.98
1,10.39,1,1,3,47.7
0,0,1,1,2,28.9
0,0,0,1,2,46.78
0,0,0,1,1,20.29
0,0,0,1,2,49.78
0,0,0,1,1,24.72
1,16.1,0,1,1,11.29
0,0,1,0,0,0
0,0,0,0,1,16.05
0,0,0,0,1,24.4
1,8.73,0,0,1,15.95
0,0,0,0,3,80.55
0,0,1,1,0,0
0,0,1,1,0,0
1,32.45,1,0,2,55.86
0,0,0,1,2,40.12
0,0,0,1,2,40.3
0,0,0,0,1,18.97
0,0,0,0,1,12.79
1,18.71,0,1,2,29.32
0,0,1,0,2,37.92
0,0,1,1,2,51.4
0,0,1,1,1,18.77
1,15.61,0,0,1,21.71
1,17.03,0,1,0,0
0,0,1,0,1,25.74
0,0,1,1,0,0
0,0,1,0,0,0
1,22.95,1,0,2,29.04
0,0,1,1,2,33.86
1,25.58,1,1,4,69.4
0,0,0,0,3,67.14
1,42.44,1,1,1,28.41
0,0,0,0,0,0
0,0,1,1,2,46.32
0,0,0,0,2,23.46
0,0,1,1,0,0
0,0,1,1,2,53.4
0,0,0,1,2,54.76
0,0,1,1,2,29.88
1,20.79,0,1,1,12.94
0,0,0,0,1,27.77
0,0,1,1,1,25.42
1,16.8,1,0,2,24.68
0,0,1,0,2,33.92
0,0,1,0,0,0
0,0,1,1,1,15.77
0,0,1,0,4,68.64
0,0,0,1,2,71.94
0,0,0,0,2,18.54
0,0,1,1,0,0
1,9.79,1,1,1,16.58
0,0,0,1,1,22.38
0,0,0,1,2,38.36
1,22.37,1,0,2,35.42
0,0,1,1,1,8.27
0,0,1,1,1,27.47
0,0,1,1,0,0
0,0,0,1,0,0
0,0,1,1,1,8.62
0,0,1,1,1,24.4
0,0,1,1,2,50.4
1,16.61,0,0,1,22.65
0,0,1,0,1,18.22
1,20.01,0,1,1,18.46
1,38.58,1,1,2,67.84
0,0,1,1,0,0
0,0,0,1,1,11.9
0,0,0,1,4,77.48
0,0,1,0,2,42.64
0,0,0,1,2,58.42
0,0,1,0,1,24.71
0,0,0,1,1,25.66
1,21.74,0,0,3,78.51
1,33.39,1,0,2,42.76
0,0,0,0,1,14.8
0,0,1,0,0,0
0,0,1,1,1,21.24
1,34.47,1,1,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,1,1,21.05
0,0,0,1,1,29.12
0,0,1,1,4,74.64
0,0,1,1,0,0
0,0,1,1,1,23.32
0,0,0,1,1,13.04
0,0,0,1,1,20.11
0,0,1,0,2,29.4
0,0,0,1,1,20.79
0,0,1,0,1,17.93
1,31.43,1,1,1,21.99
0,0,0,0,1,27.98
1,21.17,1,1,0,0
0,0,1,0,2,15.92
0,0,0,1,2,20.44
1,31.79,1,0,1,21.06
0,0,1,1,2,45.48
1,13.33,1,0,1,15.68
0,0,1,0,1,18.28
0,0,0,0,2,39.68
0,0,1,1,0,0
0,0,1,0,1,14.86
0,0,0,1,2,20.04
0,0,0,0,0,0
1,17.38,0,0,0,0
0,0,0,1,4,117.52
0,0,0,0,2,55.26
0,0,1,0,1,27.41
0,0,1,0,2,56.34
0,0,1,1,0,0
1,22.72,0,1,1,18.96
0,0,1,1,1,18.16
1,33.15,0,1,1,27.17
1,21.91,1,0,6,92.64
0,0,1,0,0,0
0,0,1,1,1,15.17
0,0,0,1,1,20.11
0,0,1,0,1,24.43
0,0,1,1,0,0
0,0,1,1,1,17.59
0,0,0,0,2,37.68
0,0,0,1,1,20.55
0,0,1,1,1,9.57
1,25.84,1,0,2,34.22
1,35.65,0,1,0,0
1,12.8,1,0,1,6.07
0,0,0,0,1,19.04
0,0,0,1,0,0
0,0,0,0,2,50.3
0,0,0,1,3,40.14
0,0,1,1,3,46.68
0,0,1,1,0,0
0,0,0,0,3,97.95
0,0,1,0,2,53.22
0,0,0,0,1,21.08
0,0,0,0,1,26.77
0,0,0,0,1,28.52
0,0,0,0,3,59.37
0,0,1,1,2,31.82
0,0,0,0,1,25.98
0,0,0,0,0,0
0,0,1,0,2,41.56
1,22.39,1,0,0,0
0,0,0,0,2,31.56
0,0,0,0,1,8.99
0,0,0,0,1,21.29
1,30.02,0,1,0,0
0,0,0,0,1,16.83
0,0,1,1,1,19.25
0,0,1,1,1,8.92
0,0,0,1,2,27.66
0,0,1,0,0,0
0,0,0,1,3,60.21
0,0,0,0,3,52.23
0,0,1,0,1,19.67
0,0,1,0,0,0
0,0,1,0,2,41.98
0,0,1,0,0,0
0,0,1,1,2,39.06
1,37.44,1,1,1,30.13
0,0,0,0,0,0
0,0,1,1,1,3.14
0,0,1,0,1,12.08
0,0,1,0,0,0
0,0,1,0,2,35.38
0,0,0,1,0,0
0,0,0,1,2,27.88
0,0,0,1,2,42.28
0,0,1,1,1,18.72
1,17.12,0,1,1,20.39
0,0,1,1,3,69.27
0,0,1,0,0,0
0,0,0,1,2,27.2
0,0,0,0,1,19.23
0,0,1,1,2,58.74
0,0,0,1,0,0
0,0,0,0,0,0
1,16.16,1,1,2,20.06
0,0,0,1,1,26.31
1,20.87,0,0,4,89.44
0,0,1,0,1,18.39
0,0,1,1,1,29.07
1,24.35,0,0,0,0
0,0,1,1,1,17.39
0,0,0,0,1,17.45
1,24.29,0,0,1,17.98
0,0,0,1,1,29.28
0,0,0,1,4,75.8
0,0,0,0,1,17.49
0,0,1,1,1,15.4
0,0,1,1,1,19.32
0,0,0,1,1,18.42
0,0,0,1,0,0
0,0,1,1,0,0
1,20.98,1,0,2,37.22
0,0,1,1,2,40.58
1,25.35,1,1,1,25.01
1,10.28,0,1,2,33.76
0,0,1,1,3,37.59
0,0,0,1,1,23.46
0,0,0,0,0,0
0,0,0,0,0,0
1,27.27,1,0,0,0
0,0,0,1,2,45.46
0,0,1,1,1,20.01
0,0,0,1,2,47.04
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,1,2,45.18
0,0,0,0,2,37.94
0,0,0,1,2,56.34
0,0,0,0,0,0
1,31.81,0,0,2,51.76
1,20.7,1,1,1,16.48
1,28.15,1,0,1,23.6
1,43.49,1,0,1,30.12
1,25.21,1,1,2,39.54
1,27.87,1,1,1,24.01
0,0,0,0,0,0
0,0,0,1,1,4.88
1,16.29,1,1,3,43.47
0,0,0,1,1,15.52
0,0,1,0,3,61.41
0,0,0,1,0,0
1,19.53,0,0,0,0
0,0,1,1,1,25.43
0,0,1,0,1,19.66
0,0,0,1,1,21.85
0,0,0,0,1,14.41
0,0,1,1,1,25.34
0,0,1,1,1,9.21
0,0,0,0,2,33.86
1,28.05,1,1,0,0
1,30.86,1,0,1,23.62
0,0,0,1,1,15.95
0,0,0,1,1,16.73
0,0,0,0,0,0
0,0,0,1,1,16.08
0,0,0,0,2,49.06
0,0,1,0,1,18.95
0,0,1,1,3,27.09
1,22.66,1,0,1,16.37
0,0,0,1,1,20.25
0,0,0,1,0,0
0,0,0,0,2,37.38
1,8.9,1,0,1,8.89
1,23.03,1,1,3,46.38
1,27.65,1,1,1,20.16
1,10.63,1,0,1,12.99
0,0,0,0,2,5.98
0,0,0,0,2,28.86
0,0,1,1,2,31.7
0,0,1,1,0,0
1,29.4,1,0,2,33.1
0,0,0,0,3,82.11
0,0,1,0,1,15.03
0,0,0,1,3,63.75
0,0,0,0,0,0
0,0,0,0,2,61.6
0,0,0,1,1,19.94
0,0,1,1,1,12.82
1,27.16,1,0,1,24.53
0,0,0,0,2,46.98
1,27.97,1,1,1,26.76
0,0,0,1,0,0
0,0,0,0,2,30.26
0,0,0,1,1,18.46
0,0,0,1,2,31.76
0,0,1,0,2,32.2
0,0,0,1,4,67.32
0,0,1,0,1,15.06
0,0,1,0,0,0
0,0,0,0,3,59.16
0,0,1,0,2,25.08
0,0,0,0,2,58.24
0,0,0,1,2,50.6
0,0,1,1,4,88.88
1,24.28,0,1,1,21.6
0,0,0,1,0,0
1,24.53,1,0,3,39.93
0,0,0,0,2,43.76
0,0,0,1,2,40.96
0,0,0,1,1,12.75
0,0,0,0,2,31.84
0,0,1,1,0,0
0,0,0,1,0,0
1,26.24,1,0,0,0
0,0,1,0,1,21.98
0,0,0,1,3,72.15
0,0,1,0,3,42.24
0,0,1,1,1,24.28
1,30.56,1,1,1,22.72
0,0,1,1,1,34.64
1,17.38,1,0,0,0
0,0,0,1,0,0
1,41.26,1,0,3,99.87
0,0,1,0,3,59.43
0,0,0,0,1,20.59
0,0,1,1,0,0
1,30.01,0,1,2,47.34
0,0,1,1,1,17.17
1,24.15,1,1,2,42.2
0,0,1,0,4,70.08
0,0,1,0,0,0
0,0,1,1,1,26.58
0,0,0,0,0,0
0,0,1,1,0,0
0,0,1,1,1,28.82
0,0,1,0,2,52.62
0,0,1,1,1,19.38
0,0,0,0,0,0
0,0,0,1,2,65.96
0,0,0,0,1,23.9
0,0,1,0,1,28.47
0,0,0,0,2,36.42
0,0,0,1,1,20.83
0,0,0,0,0,0
0,0,1,1,2,31.06
0,0,0,1,1,23.59
0,0,0,1,2,46.62
0,0,0,0,1,27.46
1,31.71,1,1,3,58.77
0,0,1,0,3,61.68
0,0,0,1,1,28.57
0,0,1,0,2,62.5
0,0,1,1,1,16.74
0,0,0,0,1,10.55
1,26.81,0,0,1,26.23
0,0,0,1,2,41.36
0,0,0,0,4,48.08
0,0,0,1,2,37.16
0,0,1,0,1,12.61
0,0,0,0,2,29.84
0,0,0,1,0,0
0,0,1,0,1,5.06
0,0,0,0,3,56.1
0,0,0,0,2,26.4
1,31.98,1,1,1,20.66
1,25.96,1,0,1,18
0,0,1,0,0,0
0,0,0,1,1,17.94
0,0,0,0,0,0
0,0,0,1,1,13.28
0,0,0,1,1,15.36
0,0,1,0,1,14.41
1,15.67,1,1,1,14.43
0,0,1,0,1,20.92
0,0,1,1,0,0
0,0,0,0,3,67.77
0,0,1,1,2,51.96
0,0,0,0,1,25.77
0,0,0,0,1,18.13
0,0,0,1,1,26.52
1,19.76,0,1,2,49.18
1,18.12,0,1,0,0
0,0,1,1,2,56.12
0,0,1,1,1,24.63
0,0,1,0,2,33.86
1,6.67,0,1,2,25.66
0,0,0,1,0,0
0,0,1,0,0,0
1,34.97,1,0,1,27.74
0,0,0,0,2,48.66
1,14.84,1,0,0,0
0,0,1,1,0,0
0,0,1,0,0,0
1,17.03,1,1,4,57.2
1,27.82,0,0,2,48.34
1,20.93,1,1,0,0
0,0,1,0,0,0
1,27.55,1,1,2,43.32
0,0,0,0,2,50.28
1,27.6,0,0,0,0
0,0,1,1,1,17.98
0,0,0,0,0,0
0,0,0,0,1,28.85
0,0,0,1,0,0
0,0,0,1,2,63.22
1,26.07,0,0,1,22.15
0,0,1,1,1,17.7
0,0,1,0,2,43.68
1,22.69,1,0,0,0
0,0,0,0,1,17.8
0,0,0,0,2,57.14
0,0,0,0,2,56.18
0,0,1,0,0,0
0,0,0,0,0,0
0,0,1,0,2,38.96
0,0,0,0,2,38.2
0,0,1,1,4,65.56
1,11.81,0,0,2,35.2
1,20.15,1,1,1,12.98
0,0,1,0,1,21.37
0,0,0,0,2,45.54
1,10.8,0,1,4,67.8
1,20.13,0,0,3,64.98
0,0,0,1,2,21.34
1,16.94,1,1,1,21.39
0,0,0,1,2,23.36
0,0,1,1,3,85.32
1,21.41,1,1,2,32.66
0,0,0,1,3,47.43
0,0,1,1,2,42.04
0,0,1,0,2,49.58
0,0,0,1,1,23.66
0,0,0,1,2,64.52
1,26.6,0,1,2,56.3
0,0,1,0,0,0
0,0,1,1,1,15.05
1,15.76,1,0,0,0
0,0,0,0,2,49.14
1,25.24,1,1,2,42.7
1,34.32,1,0,1,24.17
0,0,1,0,0,0
0,0,1,0,1,9.78
1,31.27,1,1,1,19.08
1,17.04,1,1,4,62.72
0,0,1,0,1,14.68
0,0,1,1,3,81.96
0,0,0,0,0,0
0,0,0,0,2,30.98
0,0,1,1,2,26.58
0,0,1,1,1,16.29
0,0,1,1,4,63.96
1,35.92,1,1,0,0
0,0,1,0,1,21.91
0,0,1,1,3,51.12
0,0,0,0,1,23.46
0,0,1,0,1,26.34
0,0,0,0,2,40.4
1,21.34,0,0,3,60.63
0,0,1,1,0,0
0,0,1,1,0,0
0,0,1,0,1,15.32
0,0,0,0,1,17.12
0,0,1,0,0,0
0,0,0,1,1,17.94
0,0,0,1,1,29.92
0,0,0,0,2,40.96
0,0,0,0,1,23.32
0,0,0,1,3,57.48
0,0,0,1,3,85.35
0,0,0,1,0,0
1,30.57,1,1,1,24.89
0,0,0,0,1,28.68
0,0,0,0,1,22.29
1,20.51,1,0,1,13.79
0,0,1,0,1,18.27
0,0,0,1,2,24.62
0,0,1,1,1,25.08
0,0,0,1,1,20.54
0,0,1,1,1,32.78
0,0,0,1,2,44.34
0,0,1,0,1,34.24
0,0,1,1,2,19.18
0,0,1,1,2,31.4
0,0,0,1,2,41.62
0,0,0,1,2,46.82
0,0,1,0,0,0
0,0,1,1,2,23.66
0,0,1,0,1,15.14
0,0,0,1,1,21.72
0,0,1,1,1,22.83
0,0,0,1,3,26.1
0,0,0,1,0,0
1,26.45,0,0,2,43.08
0,0,0,0,1,15.67
0,0,0,1,0,0
1,31.66,1,1,2,36.06
0,0,1,0,1,14.76
0,0,0,1,1,10.67
0,0,0,1,2,43.64
0,0,1,1,0,0
0,0,0,1,1,15.41
1,15.08,1,0,1,17.26
1,29.57,1,1,0,0
0,0,0,1,0,0
0,0,0,0,1,10.13
0,0,0,1,2,40.46
1,19.47,1,1,2,34.78
0,0,0,1,2,41.9
1,22.69,0,1,1,22.77
0,0,1,0,1,23.74
1,20.46,1,0,1,16.39
1,20.77,0,0,1,22.38
1,21.41,1,1,0,0
0,0,0,1,2,39.2
0,0,1,0,2,43.06
0,0,0,0,1,17.47
0,0,0,0,3,46.98
0,0,0,1,0,0
0,0,0,1,1,27.07
0,0,1,0,0,0
1,23.21,1,0,1,16.59
0,0,1,1,3,54.54
0,0,0,0,1,26.38
0,0,1,1,2,31.56
1,26.71,0,1,3,71.79
0,0,0,1,2,56.3
0,0,0,0,2,55.54
0,0,0,1,0,0
0,0,1,1,3,32.52
0,0,0,0,3,62.28
0,0,1,0,0,0
0,0,1,1,1,16.46
1,26.28,1,0,1,22.33
0,0,1,0,3,54.36
0,0,0,0,1,4.24
0,0,1,0,2,34.86
0,0,1,1,1,24.4
0,0,1,1,1,19.74
0,0,0,0,2,29.56
0,0,1,0,1,20.88
1,18.17,1,1,0,0
0,0,1,1,1,23.11
0,0,1,0,2,54.94
1,21.87,1,1,2,29
0,0,0,1,2,13.4
0,0,1,1,0,0
0,0,0,1,0,0
0,0,0,0,2,33.8
0,0,1,0,2,33.64
0,0,1,1,1,10.6
0,0,1,0,2,44.34
0,0,0,0,1,21.5
0,0,1,1,2,58.18
1,23.41,0,1,3,52.86
1,32.16,1,0,4,87.28
0,0,1,0,0,0
0,0,1,1,0,0
0,0,1,1,0,0
0,0,1,1,2,42.18
0,0,0,0,2,35.26
0,0,0,1,0,0
0,0,0,1,2,29.94
0,0,0,0,1,26.65
0,0,0,0,0,0
0,0,1,0,2,9.8
0,0,0,0,1,22.68
0,0,1,0,2,43.22
0,0,0,0,2,51.6
0,0,1,0,1,24.4
0,0,0,1,1,20.88
1,19.86,0,1,1,25.77
1,31.09,1,0,1,18.44
1,36.31,1,0,1,27.46
0,0,1,0,1,20.81
1,13.58,0,0,1,15.52
0,0,1,1,2,32.38
0,0,1,1,3,66.84
0,0,1,1,0,0
0,0,0,0,2,44.82
1,28.8,1,1,1,20.05
1,27.19,1,1,1,22.86
0,0,0,0,1,14.62
0,0,1,0,2,30.28
0,0,0,1,2,16.74
1,16.18,0,1,1,19.4
1,28.23,0,1,0,0
1,30.84,1,0,5,87
0,0,0,0,1,20.26
0,0,0,0,2,21.1
0,0,0,0,1,21.85
1,27.16,1,0,0,0
0,0,0,0,2,59.16
0,0,1,1,2,59.02
0,0,0,0,1,25.67
1,19.52,0,0,0,0
0,0,1,0,2,42.32
0,0,1,1,2,46.76
1,29.28,1,0,1,23.77
0,0,1,0,4,112.56
0,0,1,1,1,10.99
0,0,0,0,0,0
1,17.61,1,0,0,0
0,0,1,0,1,29.23
0,0,1,0,1,27.47
0,0,1,1,2,41.48
0,0,0,1,1,31.45
0,0,1,1,2,36.76
0,0,1,0,1,19.66
0,0,1,0,1,27.08
1,26.09,1,0,0,0
0,0,0,0,2,48.04
0,0,1,1,2,44.82
0,0,0,1,0,0
0,0,1,0,0,0
0,0,0,1,0,0
0,0,0,1,2,12.74
0,0,1,0,3,80.49
1,20.14,1,0,1,16.71
0,0,0,1,1,22.68
0,0,0,1,2,43.36
0,0,0,0,0,0
0,0,0,0,2,33.68
0,0,0,1,4,90.2
0,0,0,0,0,0
1,30.39,1,0,0,0
0,0,0,1,2,23.74
0,0,0,1,1,9.98
1,10.8,1,0,1,11.4
0,0,0,0,1,16.54
0,0,1,1,1,13.32
0,0,0,0,1,16.22
1,29.59,1,1,2,36.04
0,0,1,0,1,12.61
0,0,0,1,1,10.34
0,0,0,0,0,0
0,0,0,1,3,71.01
0,0,0,1,1,22.19
1,29.71,1,1,2,32.32
0,0,0,1,3,56.01
0,0,0,0,1,24.28
1,13.66,0,0,1,16.76
0,0,0,0,2,14.52
0,0,1,0,2,44.9
1,17.87,0,0,1,10.11
0,0,1,0,1,14.96
0,0,1,0,1,16.98
0,0,0,1,1,7.75
0,0,1,1,1,24.93
0,0,0,1,0,0
0,0,1,0,3,90.36
1,4.82,0,1,2,22.48
0,0,1,0,1,20.95
0,0,0,0,2,38.34
0,0,0,1,2,55.76
0,0,0,0,4,52.36
0,0,1,0,1,31.42
0,0,1,0,1,5.08
0,0,0,0,1,18.87
0,0,0,1,1,20.59
0,0,0,1,3,94.32
1,24.29,0,1,2,44.46
0,0,1,0,3,10.35
1,18.38,0,1,2,45.24
0,0,1,1,0,0
0,0,0,1,1,19.98
0,0,1,0,1,23.21
0,0,0,0,1,23.19
0,0,0,1,1,13.47
0,0,1,0,1,18.84
0,0,1,0,2,41.9
0,0,1,1,2,44.78
0,0,1,1,1,18.72
1,10.92,0,0,2,36.08
0,0,1,0,1,18.97
0,0,0,1,1,22.74
0,0,0,0,1,22.73
0,0,0,1,2,38.06
0,0,1,1,2,29.76
0,0,0,1,0,0
0,0,0,0,2,33.72
0,0,1,1,2,25.92
1,13.47,1,0,2,26.84
0,0,1,0,2,46.62
0,0,1,0,0,0
0,0,0,0,1,22.17
0,0,0,1,0,0
0,0,0,0,3,71.97
0,0,1,1,4,57.64
0,0,0,0,1,24.78
1,32.11,1,1,2,37.28
0,0,1,1,1,32.28
1,21.03,0,0,1,17.64
1,23.39,1,1,0,0
0,0,0,0,1,27.9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,1,11.94
0,0,0,0,1,23.98
1,38.27,1,1,2,54.6
0,0,0,0,0,0
1,30.85,1,1,2,42.74
0,0,0,1,0,0
0,0,1,0,0,0
0,0,1,1,3,82.17
0,0,1,1,3,73.41
1,21.06,1,1,2,34.2
0,0,0,0,1,14.95
0,0,0,1,1,15.69
1,20.99,1,1,0,0
1,28.29,0,1,1,29.72
0,0,0,1,0,0
1,20.76,0,0,0,0
0,0,1,1,0,0
0,0,0,1,3,66.81
1,20.91,1,1,4,54.56
1,13.76,1,0,2,37.68
0,0,1,1,0,0
1,27.07,1,0,3,75.6
0,0,1,0,0,0
0,0,1,0,1,14.11
0,0,1,1,2,32.62
1,9.08,1,0,3,29.67
1,32,1,1,2,50.3
1,29.41,1,1,0,0
0,0,1,0,1,20.25
0,0,1,0,1,18.27
0,0,1,0,0,0
0,0,1,0,1,19.34
0,0,0,0,1,21.99
0,0,0,0,1,19.98
0,0,0,1,2,27.32
0,0,1,0,1,33.91
0,0,1,0,2,31.9
0,0,1,1,2,37.68
0,0,1,1,1,10.27
0,0,0,0,0,0
1,15.01,1,0,0,0
0,0,0,0,1,24
0,0,0,0,3,35.52
0,0,0,0,1,16.48
0,0,0,1,1,20.37
